category,trial,item1,item2,item3,choice,rt
1,1,3,2,18,2.0,
1,1,3,2,19,3.0,
1,1,3,2,12,2.0,
1,1,3,2,5,2.0,
1,2,23,1,18,23.0,
1,2,23,1,30,23.0,
1,2,23,1,14,23.0,
1,2,23,1,8,23.0,
2,1,41,54,31,41.0,
2,1,41,54,57,54.0,
2,1,41,54,51,54.0,
2,1,41,54,47,41.0,
2,2,41,48,59,48.0,
2,2,41,48,38,48.0,
2,2,41,48,51,41.0,
2,2,41,48,47,48.0,
3,1,64,74,62,74.0,
3,1,64,74,90,64.0,
3,1,64,74,61,64.0,
3,1,64,74,75,74.0,
3,2,76,77,62,77.0,
3,2,76,77,90,77.0,
3,2,76,77,87,77.0,
3,2,76,77,67,77.0,
4,1,119,106,104,119.0,
4,1,119,106,117,119.0,
4,1,119,106,109,119.0,
4,1,119,106,100,119.0,
4,2,91,119,104,119.0,
4,2,91,119,92,119.0,
4,2,91,119,109,119.0,
4,2,91,119,116,119.0,
5,1,130,136,150,130.0,
5,1,130,136,122,130.0,
5,1,130,136,146,146.0,
5,1,130,136,123,136.0,
5,2,129,136,148,129.0,
5,2,129,136,122,136.0,
5,2,129,136,126,129.0,
5,2,129,136,124,136.0,
