category,trial,item1,item2,item3,choice,rt
1,1,22,15,18,15.0,
1,1,22,15,21,15.0,
1,1,22,15,12,15.0,
1,1,22,15,8,15.0,
1,2,2,1,18,2.0,
1,2,2,1,21,2.0,
1,2,2,1,11,2.0,
1,2,2,1,4,2.0,
2,1,32,33,37,32.0,
2,1,32,33,60,32.0,
2,1,32,33,43,32.0,
2,1,32,33,44,32.0,
2,2,52,40,37,52.0,
2,2,52,40,45,40.0,
2,2,52,40,43,40.0,
2,2,52,40,44,40.0,
3,1,64,82,62,64.0,
3,1,64,82,90,82.0,
3,1,64,82,89,82.0,
3,1,64,82,86,82.0,
3,2,68,64,78,68.0,
3,2,68,64,90,64.0,
3,2,68,64,84,64.0,
3,2,68,64,75,75.0,
4,1,113,108,115,113.0,
4,1,113,108,92,108.0,
4,1,113,108,109,113.0,
4,1,113,108,103,113.0,
4,2,108,106,104,106.0,
4,2,108,106,93,106.0,
4,2,108,106,107,106.0,
4,2,108,106,110,106.0,
5,1,130,129,148,129.0,
5,1,130,129,149,129.0,
5,1,130,129,137,130.0,
5,1,130,129,133,130.0,
5,2,121,140,150,140.0,
5,2,121,140,149,121.0,
5,2,121,140,131,121.0,
5,2,121,140,132,140.0,
