category,trial,item1,item2,item3,choice,rt
1,1,26,2,18,26.0,
1,1,26,2,7,26.0,
1,1,26,2,14,26.0,
1,1,26,2,5,26.0,
1,2,15,22,18,15.0,
1,2,15,22,7,22.0,
1,2,15,22,11,11.0,
1,2,15,22,13,15.0,
2,1,50,41,31,41.0,
2,1,50,41,42,41.0,
2,1,50,41,53,50.0,
2,1,50,41,39,50.0,
2,2,46,52,37,46.0,
2,2,46,52,57,46.0,
2,2,46,52,53,52.0,
2,2,46,52,47,52.0,
3,1,64,82,62,82.0,
3,1,64,82,90,64.0,
3,1,64,82,88,82.0,
3,1,64,82,67,64.0,
3,2,76,79,62,76.0,
3,2,76,79,90,76.0,
3,2,76,79,72,76.0,
3,2,76,79,73,76.0,
4,1,119,111,115,119.0,
4,1,119,111,92,111.0,
4,1,119,111,120,119.0,
4,1,119,111,103,111.0,
4,2,113,106,102,106.0,
4,2,113,106,98,113.0,
4,2,113,106,96,113.0,
4,2,113,106,110,106.0,
5,1,129,139,148,129.0,
5,1,129,139,122,139.0,
5,1,129,139,134,129.0,
5,1,129,139,144,139.0,
5,2,129,136,148,136.0,
5,2,129,136,122,129.0,
5,2,129,136,125,129.0,
5,2,129,136,133,136.0,
