category,trial,item1,item2,item3,choice,rt
1,1,9,23,18,9.0,
1,1,9,23,21,9.0,
1,1,9,23,12,23.0,
1,1,9,23,8,9.0,
1,2,24,9,18,24.0,
1,2,24,9,16,24.0,
1,2,24,9,10,9.0,
1,2,24,9,29,24.0,
2,1,50,40,58,40.0,
2,1,50,40,45,50.0,
2,1,50,40,36,40.0,
2,1,50,40,47,40.0,
2,2,35,46,59,46.0,
2,2,35,46,49,46.0,
2,2,35,46,56,46.0,
2,2,35,46,44,35.0,
3,1,76,74,78,74.0,
3,1,76,74,90,76.0,
3,1,76,74,83,76.0,
3,1,76,74,71,76.0,
3,2,82,64,62,82.0,
3,2,82,64,81,82.0,
3,2,82,64,72,82.0,
3,2,82,64,67,82.0,
4,1,113,108,104,108.0,
4,1,113,108,98,113.0,
4,1,113,108,96,113.0,
4,1,113,108,103,108.0,
4,2,112,91,99,91.0,
4,2,112,91,92,91.0,
4,2,112,91,120,91.0,
4,2,112,91,118,91.0,
5,1,145,142,150,142.0,
5,1,145,142,141,142.0,
5,1,145,142,125,142.0,
5,1,145,142,144,145.0,
5,2,145,140,150,145.0,
5,2,145,140,149,140.0,
5,2,145,140,125,145.0,
5,2,145,140,135,140.0,
