category,trial,item1,item2,item3,choice,rt
1,1,2,24,18,2.0,
1,1,2,24,7,2.0,
1,1,2,24,6,24.0,
1,1,2,24,4,24.0,
1,2,2,20,18,2.0,
1,2,2,20,21,2.0,
1,2,2,20,6,20.0,
1,2,2,20,28,2.0,
2,1,35,52,59,35.0,
2,1,35,52,57,52.0,
2,1,35,52,43,52.0,
2,1,35,52,44,35.0,
2,2,41,40,59,41.0,
2,2,41,40,49,41.0,
2,2,41,40,51,40.0,
2,2,41,40,47,40.0,
3,1,74,82,78,82.0,
3,1,74,82,90,82.0,
3,1,74,82,88,82.0,
3,1,74,82,66,82.0,
3,2,76,85,78,76.0,
3,2,76,85,90,76.0,
3,2,76,85,69,76.0,
3,2,76,85,86,76.0,
4,1,94,111,104,111.0,
4,1,94,111,93,111.0,
4,1,94,111,95,111.0,
4,1,94,111,100,111.0,
4,2,106,113,97,106.0,
4,2,106,113,98,106.0,
4,2,106,113,96,113.0,
4,2,106,113,116,106.0,
5,1,128,130,150,130.0,
5,1,128,130,141,128.0,
5,1,128,130,143,130.0,
5,1,128,130,124,130.0,
5,2,145,139,148,145.0,
5,2,145,139,149,145.0,
5,2,145,139,131,145.0,
5,2,145,139,135,145.0,
