category,trial,item1,item2,item3,choice,rt
1,1,20,26,18,26.0,
1,1,20,26,19,26.0,
1,1,20,26,12,26.0,
1,1,20,26,5,26.0,
1,2,3,26,18,26.0,
1,2,3,26,7,26.0,
1,2,3,26,11,26.0,
1,2,3,26,27,26.0,
2,1,41,35,31,35.0,
2,1,41,35,42,35.0,
2,1,41,35,43,35.0,
2,1,41,35,39,39.0,
2,2,46,35,34,46.0,
2,2,46,35,60,35.0,
2,2,46,35,56,46.0,
2,2,46,35,44,46.0,
3,1,82,64,62,82.0,
3,1,82,64,81,82.0,
3,1,82,64,61,82.0,
3,1,82,64,67,64.0,
3,2,80,63,62,80.0,
3,2,80,63,90,63.0,
3,2,80,63,69,80.0,
3,2,80,63,65,63.0,
4,1,106,112,115,106.0,
4,1,106,112,93,112.0,
4,1,106,112,96,112.0,
4,1,106,112,118,106.0,
4,2,113,119,115,119.0,
4,2,113,119,117,119.0,
4,2,113,119,101,119.0,
4,2,113,119,103,119.0,
5,1,139,147,150,147.0,
5,1,139,147,122,147.0,
5,1,139,147,126,139.0,
5,1,139,147,144,144.0,
5,2,142,145,150,142.0,
5,2,142,145,127,142.0,
5,2,142,145,137,142.0,
5,2,142,145,135,142.0,
