category,trial,item1,item2,item3,choice,rt
1,1,15,23,18,15.0,
1,1,15,23,21,15.0,
1,1,15,23,14,15.0,
1,1,15,23,28,15.0,
1,2,1,23,18,23.0,
1,2,1,23,16,1.0,
1,2,1,23,12,23.0,
1,2,1,23,29,1.0,
2,1,46,35,37,46.0,
2,1,46,35,38,35.0,
2,1,46,35,43,46.0,
2,1,46,35,39,46.0,
2,2,32,40,34,32.0,
2,2,32,40,42,40.0,
2,2,32,40,53,32.0,
2,2,32,40,47,32.0,
3,1,82,63,62,82.0,
3,1,82,63,90,63.0,
3,1,82,63,88,82.0,
3,1,82,63,66,82.0,
3,2,85,63,78,63.0,
3,2,85,63,81,63.0,
3,2,85,63,72,63.0,
3,2,85,63,71,63.0,
4,1,111,119,99,119.0,
4,1,111,119,92,119.0,
4,1,111,119,101,119.0,
4,1,111,119,110,110.0,
4,2,105,94,99,105.0,
4,2,105,94,92,105.0,
4,2,105,94,109,94.0,
4,2,105,94,103,94.0,
5,1,128,136,150,128.0,
5,1,128,136,149,136.0,
5,1,128,136,143,128.0,
5,1,128,136,132,136.0,
5,2,142,145,150,145.0,
5,2,142,145,149,142.0,
5,2,142,145,138,142.0,
5,2,142,145,133,142.0,
