category,trial,item1,item2,item3,choice,rt
1,1,1,9,18,1.0,
1,1,1,9,16,9.0,
1,1,1,9,6,1.0,
1,1,1,9,4,4.0,
1,2,1,15,18,15.0,
1,2,1,15,30,15.0,
1,2,1,15,14,15.0,
1,2,1,15,5,15.0,
2,1,50,46,34,46.0,
2,1,50,46,42,46.0,
2,1,50,46,53,46.0,
2,1,50,46,39,39.0,
2,2,52,33,31,33.0,
2,2,52,33,55,52.0,
2,2,52,33,56,33.0,
2,2,52,33,44,52.0,
3,1,77,85,62,77.0,
3,1,77,85,90,77.0,
3,1,77,85,72,77.0,
3,1,77,85,67,77.0,
3,2,74,76,78,76.0,
3,2,74,76,81,76.0,
3,2,74,76,83,74.0,
3,2,74,76,71,76.0,
4,1,94,105,102,105.0,
4,1,94,105,93,105.0,
4,1,94,105,101,105.0,
4,1,94,105,100,105.0,
4,2,106,112,99,112.0,
4,2,106,112,93,112.0,
4,2,106,112,101,112.0,
4,2,106,112,118,106.0,
5,1,136,130,150,136.0,
5,1,136,130,122,136.0,
5,1,136,130,146,136.0,
5,1,136,130,132,130.0,
5,2,142,145,150,145.0,
5,2,142,145,127,145.0,
5,2,142,145,143,142.0,
5,2,142,145,144,142.0,
