category,trial,item1,item2,item3,choice,rt
1,1,2,9,18,9.0,
1,1,2,9,30,2.0,
1,1,2,9,11,2.0,
1,1,2,9,17,2.0,
1,2,22,3,18,3.0,
1,2,22,3,30,22.0,
1,2,22,3,14,22.0,
1,2,22,3,28,22.0,
2,1,54,32,37,32.0,
2,1,54,32,45,32.0,
2,1,54,32,43,54.0,
2,1,54,32,44,32.0,
2,2,35,40,37,35.0,
2,2,35,40,42,35.0,
2,2,35,40,36,35.0,
2,2,35,40,44,40.0,
3,1,80,74,78,80.0,
3,1,80,74,90,74.0,
3,1,80,74,61,74.0,
3,1,80,74,73,74.0,
3,2,85,80,62,80.0,
3,2,85,80,90,85.0,
3,2,85,80,87,80.0,
3,2,85,80,73,85.0,
4,1,105,111,102,111.0,
4,1,105,111,98,111.0,
4,1,105,111,120,111.0,
4,1,105,111,116,111.0,
4,2,91,113,102,91.0,
4,2,91,113,98,91.0,
4,2,91,113,95,113.0,
4,2,91,113,100,91.0,
5,1,145,129,150,129.0,
5,1,145,129,149,145.0,
5,1,145,129,126,145.0,
5,1,145,129,135,145.0,
5,2,147,128,148,147.0,
5,2,147,128,127,128.0,
5,2,147,128,134,147.0,
5,2,147,128,144,128.0,
