category,trial,item1,item2,item3,choice,rt
1,1,15,26,18,15.0,
1,1,15,26,7,26.0,
1,1,15,26,10,15.0,
1,1,15,26,5,15.0,
1,2,9,20,18,9.0,
1,2,9,20,21,20.0,
1,2,9,20,11,20.0,
1,2,9,20,17,20.0,
2,1,41,54,58,54.0,
2,1,41,54,38,54.0,
2,1,41,54,43,41.0,
2,1,41,54,47,47.0,
2,2,32,35,37,32.0,
2,2,32,35,57,35.0,
2,2,32,35,36,32.0,
2,2,32,35,39,32.0,
3,1,82,76,78,82.0,
3,1,82,76,81,82.0,
3,1,82,76,87,82.0,
3,1,82,76,65,82.0,
3,2,77,64,62,64.0,
3,2,77,64,90,64.0,
3,2,77,64,84,64.0,
3,2,77,64,86,77.0,
4,1,106,119,99,119.0,
4,1,106,119,117,119.0,
4,1,106,119,107,119.0,
4,1,106,119,100,119.0,
4,2,91,94,99,91.0,
4,2,91,94,92,91.0,
4,2,91,94,96,91.0,
4,2,91,94,118,94.0,
5,1,139,130,150,130.0,
5,1,139,130,149,139.0,
5,1,139,130,137,130.0,
5,1,139,130,144,130.0,
5,2,121,136,150,136.0,
5,2,121,136,149,136.0,
5,2,121,136,137,136.0,
5,2,121,136,123,136.0,
