category,trial,item1,item2,item3,choice,rt
1,1,23,9,18,9.0,
1,1,23,9,16,23.0,
1,1,23,9,11,9.0,
1,1,23,9,27,23.0,
1,2,23,26,18,26.0,
1,2,23,26,21,23.0,
1,2,23,26,11,26.0,
1,2,23,26,27,26.0,
2,1,33,48,59,48.0,
2,1,33,48,60,33.0,
2,1,33,48,53,33.0,
2,1,33,48,44,33.0,
2,2,54,46,34,46.0,
2,2,54,46,45,46.0,
2,2,54,46,51,54.0,
2,2,54,46,47,46.0,
3,1,74,76,62,74.0,
3,1,74,76,90,76.0,
3,1,74,76,72,76.0,
3,1,74,76,66,74.0,
3,2,63,76,78,63.0,
3,2,63,76,90,63.0,
3,2,63,76,84,63.0,
3,2,63,76,67,63.0,
4,1,91,119,102,91.0,
4,1,91,119,93,119.0,
4,1,91,119,120,91.0,
4,1,91,119,110,91.0,
4,2,119,94,97,119.0,
4,2,119,94,92,119.0,
4,2,119,94,120,119.0,
4,2,119,94,100,119.0,
5,1,142,139,148,142.0,
5,1,142,139,122,142.0,
5,1,142,139,143,139.0,
5,1,142,139,132,139.0,
5,2,142,140,150,142.0,
5,2,142,140,127,142.0,
5,2,142,140,146,140.0,
5,2,142,140,124,142.0,
