category,trial,item1,item2,item3,choice,rt
1,1,23,24,18,24.0,
1,1,23,24,19,24.0,
1,1,23,24,14,23.0,
1,1,23,24,5,24.0,
1,2,3,26,18,26.0,
1,2,3,26,7,26.0,
1,2,3,26,11,26.0,
1,2,3,26,27,26.0,
2,1,54,48,59,48.0,
2,1,54,48,55,48.0,
2,1,54,48,43,54.0,
2,1,54,48,39,48.0,
2,2,40,33,34,40.0,
2,2,40,33,45,40.0,
2,2,40,33,53,40.0,
2,2,40,33,39,33.0,
3,1,80,68,78,80.0,
3,1,80,68,81,80.0,
3,1,80,68,83,80.0,
3,1,80,68,67,80.0,
3,2,74,63,62,63.0,
3,2,74,63,90,74.0,
3,2,74,63,87,74.0,
3,2,74,63,67,63.0,
4,1,111,94,97,94.0,
4,1,111,94,93,94.0,
4,1,111,94,95,111.0,
4,1,111,94,100,100.0,
4,2,114,91,102,114.0,
4,2,114,91,93,91.0,
4,2,114,91,109,114.0,
4,2,114,91,118,114.0,
5,1,136,139,150,139.0,
5,1,136,139,141,139.0,
5,1,136,139,131,136.0,
5,1,136,139,133,136.0,
5,2,129,139,148,139.0,
5,2,129,139,122,129.0,
5,2,129,139,126,129.0,
5,2,129,139,144,144.0,
