category,trial,item1,item2,item3,choice,rt
1,1,15,23,18,,
1,1,15,23,21,,
1,1,15,23,14,,
1,1,15,23,28,,
1,2,1,23,18,,
1,2,1,23,16,,
1,2,1,23,12,,
1,2,1,23,29,,
2,1,46,35,37,,
2,1,46,35,38,,
2,1,46,35,43,,
2,1,46,35,39,,
2,2,32,40,34,,
2,2,32,40,42,,
2,2,32,40,53,,
2,2,32,40,47,,
3,1,82,63,62,,
3,1,82,63,90,,
3,1,82,63,88,,
3,1,82,63,66,,
3,2,85,63,78,,
3,2,85,63,81,,
3,2,85,63,72,,
3,2,85,63,71,,
4,1,111,119,99,,
4,1,111,119,92,,
4,1,111,119,101,,
4,1,111,119,110,,
4,2,105,94,99,,
4,2,105,94,92,,
4,2,105,94,109,,
4,2,105,94,103,,
5,1,128,136,150,,
5,1,128,136,149,,
5,1,128,136,143,,
5,1,128,136,132,,
5,2,142,145,150,,
5,2,142,145,149,,
5,2,142,145,138,,
5,2,142,145,133,,
