category,trial,item1,item2,item3,choice,rt
1,1,20,24,18,,
1,1,20,24,16,,
1,1,20,24,6,,
1,1,20,24,4,,
1,2,22,15,18,,
1,2,22,15,16,,
1,2,22,15,6,,
1,2,22,15,27,,
2,1,40,46,34,,
2,1,40,46,42,,
2,1,40,46,53,,
2,1,40,46,44,,
2,2,40,33,59,,
2,2,40,33,38,,
2,2,40,33,43,,
2,2,40,33,44,,
3,1,64,82,78,,
3,1,64,82,81,,
3,1,64,82,69,,
3,1,64,82,70,,
3,2,77,80,78,,
3,2,77,80,90,,
3,2,77,80,87,,
3,2,77,80,67,,
4,1,119,108,97,,
4,1,119,108,92,,
4,1,119,108,101,,
4,1,119,108,110,,
4,2,113,114,97,,
4,2,113,114,93,,
4,2,113,114,120,,
4,2,113,114,100,,
5,1,136,130,150,,
5,1,136,130,149,,
5,1,136,130,126,,
5,1,136,130,124,,
5,2,142,129,150,,
5,2,142,129,141,,
5,2,142,129,143,,
5,2,142,129,132,,
