category,trial,item1,item2,item3,choice,rt
1,1,22,24,18,,
1,1,22,24,19,,
1,1,22,24,14,,
1,1,22,24,4,,
1,2,2,24,18,,
1,2,2,24,16,,
1,2,2,24,6,,
1,2,2,24,4,,
2,1,33,41,58,,
2,1,33,41,42,,
2,1,33,41,51,,
2,1,33,41,39,,
2,2,54,35,34,,
2,2,54,35,55,,
2,2,54,35,53,,
2,2,54,35,39,,
3,1,79,63,62,,
3,1,79,63,81,,
3,1,79,63,84,,
3,1,79,63,67,,
3,2,77,76,78,,
3,2,77,76,81,,
3,2,77,76,83,,
3,2,77,76,65,,
4,1,106,113,102,,
4,1,106,113,117,,
4,1,106,113,101,,
4,1,106,113,116,,
4,2,111,105,115,,
4,2,111,105,117,,
4,2,111,105,107,,
4,2,111,105,110,,
5,1,147,145,148,,
5,1,147,145,122,,
5,1,147,145,138,,
5,1,147,145,135,,
5,2,140,130,150,,
5,2,140,130,141,,
5,2,140,130,125,,
5,2,140,130,135,,
