category,trial,item1,item2,item3,choice,rt
1,1,20,15,18,,
1,1,20,15,19,,
1,1,20,15,6,,
1,1,20,15,25,,
1,2,26,24,18,,
1,2,26,24,16,,
1,2,26,24,12,,
1,2,26,24,28,,
2,1,33,41,34,,
2,1,33,41,60,,
2,1,33,41,51,,
2,1,33,41,47,,
2,2,35,54,58,,
2,2,35,54,60,,
2,2,35,54,36,,
2,2,35,54,47,,
3,1,77,80,62,,
3,1,77,80,90,,
3,1,77,80,83,,
3,1,77,80,75,,
3,2,85,80,62,,
3,2,85,80,81,,
3,2,85,80,89,,
3,2,85,80,66,,
4,1,105,111,102,,
4,1,105,111,92,,
4,1,105,111,120,,
4,1,105,111,116,,
4,2,114,105,97,,
4,2,114,105,92,,
4,2,114,105,96,,
4,2,114,105,103,,
5,1,121,145,150,,
5,1,121,145,127,,
5,1,121,145,125,,
5,1,121,145,132,,
5,2,139,130,150,,
5,2,139,130,149,,
5,2,139,130,126,,
5,2,139,130,123,,
