category,trial,item1,item2,item3,choice,rt
1,1,24,26,18,,
1,1,24,26,30,,
1,1,24,26,11,,
1,1,24,26,27,,
1,2,9,2,18,,
1,2,9,2,7,,
1,2,9,2,10,,
1,2,9,2,5,,
2,1,33,52,58,,
2,1,33,52,42,,
2,1,33,52,43,,
2,1,33,52,44,,
2,2,32,35,34,,
2,2,32,35,38,,
2,2,32,35,51,,
2,2,32,35,39,,
3,1,77,82,62,,
3,1,77,82,81,,
3,1,77,82,61,,
3,1,77,82,66,,
3,2,63,85,78,,
3,2,63,85,90,,
3,2,63,85,83,,
3,2,63,85,73,,
4,1,119,94,99,,
4,1,119,94,93,,
4,1,119,94,109,,
4,1,119,94,103,,
4,2,94,114,104,,
4,2,94,114,98,,
4,2,94,114,120,,
4,2,94,114,103,,
5,1,147,140,150,,
5,1,147,140,127,,
5,1,147,140,131,,
5,1,147,140,132,,
5,2,140,136,150,,
5,2,140,136,149,,
5,2,140,136,146,,
5,2,140,136,133,,
