category,trial,item1,item2,item3,choice,rt
1,1,9,23,18,,
1,1,9,23,21,,
1,1,9,23,12,,
1,1,9,23,8,,
1,2,24,9,18,,
1,2,24,9,16,,
1,2,24,9,10,,
1,2,24,9,29,,
2,1,50,40,58,,
2,1,50,40,45,,
2,1,50,40,36,,
2,1,50,40,47,,
2,2,35,46,59,,
2,2,35,46,49,,
2,2,35,46,56,,
2,2,35,46,44,,
3,1,76,74,78,,
3,1,76,74,90,,
3,1,76,74,83,,
3,1,76,74,71,,
3,2,82,64,62,,
3,2,82,64,81,,
3,2,82,64,72,,
3,2,82,64,67,,
4,1,113,108,104,,
4,1,113,108,98,,
4,1,113,108,96,,
4,1,113,108,103,,
4,2,112,91,99,,
4,2,112,91,92,,
4,2,112,91,120,,
4,2,112,91,118,,
5,1,145,142,150,,
5,1,145,142,141,,
5,1,145,142,125,,
5,1,145,142,144,,
5,2,145,140,150,,
5,2,145,140,149,,
5,2,145,140,125,,
5,2,145,140,135,,
