category,trial,item1,item2,item3,choice,rt
1,1,20,26,18,,
1,1,20,26,21,,
1,1,20,26,11,,
1,1,20,26,25,,
1,2,3,15,18,,
1,2,3,15,7,,
1,2,3,15,14,,
1,2,3,15,28,,
2,1,35,32,59,,
2,1,35,32,49,,
2,1,35,32,51,,
2,1,35,32,47,,
2,2,32,48,59,,
2,2,32,48,42,,
2,2,32,48,56,,
2,2,32,48,39,,
3,1,82,64,78,,
3,1,82,64,81,,
3,1,82,64,72,,
3,1,82,64,67,,
3,2,64,85,62,,
3,2,64,85,90,,
3,2,64,85,88,,
3,2,64,85,70,,
4,1,94,119,97,,
4,1,94,119,92,,
4,1,94,119,109,,
4,1,94,119,110,,
4,2,119,105,104,,
4,2,119,105,98,,
4,2,119,105,101,,
4,2,119,105,118,,
5,1,128,145,150,,
5,1,128,145,141,,
5,1,128,145,134,,
5,1,128,145,144,,
5,2,136,142,148,,
5,2,136,142,122,,
5,2,136,142,126,,
5,2,136,142,133,,
