category,trial,item1,item2,item3,choice,rt
1,1,3,23,18,,
1,1,3,23,16,,
1,1,3,23,11,,
1,1,3,23,4,,
1,2,26,1,18,,
1,2,26,1,19,,
1,2,26,1,14,,
1,2,26,1,27,,
2,1,52,48,37,,
2,1,52,48,45,,
2,1,52,48,51,,
2,1,52,48,47,,
2,2,35,32,31,,
2,2,35,32,57,,
2,2,35,32,43,,
2,2,35,32,39,,
3,1,76,82,62,,
3,1,76,82,81,,
3,1,76,82,84,,
3,1,76,82,86,,
3,2,68,79,78,,
3,2,68,79,90,,
3,2,68,79,72,,
3,2,68,79,86,,
4,1,105,114,115,,
4,1,105,114,117,,
4,1,105,114,120,,
4,1,105,114,110,,
4,2,108,119,115,,
4,2,108,119,93,,
4,2,108,119,96,,
4,2,108,119,100,,
5,1,145,129,148,,
5,1,145,129,127,,
5,1,145,129,138,,
5,1,145,129,144,,
5,2,142,136,148,,
5,2,142,136,141,,
5,2,142,136,143,,
5,2,142,136,144,,
