category,trial,item1,item2,item3,choice,rt
1,1,26,23,18,,
1,1,26,23,7,,
1,1,26,23,11,,
1,1,26,23,4,,
1,2,24,23,18,,
1,2,24,23,30,,
1,2,24,23,14,,
1,2,24,23,28,,
2,1,50,35,37,,
2,1,50,35,57,,
2,1,50,35,53,,
2,1,50,35,47,,
2,2,35,54,59,,
2,2,35,54,38,,
2,2,35,54,53,,
2,2,35,54,39,,
3,1,74,68,62,,
3,1,74,68,81,,
3,1,74,68,69,,
3,1,74,68,71,,
3,2,74,79,78,,
3,2,74,79,81,,
3,2,74,79,84,,
3,2,74,79,86,,
4,1,114,106,102,,
4,1,114,106,98,,
4,1,114,106,101,,
4,1,114,106,100,,
4,2,91,108,102,,
4,2,91,108,117,,
4,2,91,108,96,,
4,2,91,108,116,,
5,1,140,129,150,,
5,1,140,129,127,,
5,1,140,129,125,,
5,1,140,129,135,,
5,2,129,145,150,,
5,2,129,145,127,,
5,2,129,145,125,,
5,2,129,145,135,,
