category,trial,item1,item2,item3,choice,rt
1,1,23,9,18,,
1,1,23,9,16,,
1,1,23,9,11,,
1,1,23,9,27,,
1,2,23,26,18,,
1,2,23,26,21,,
1,2,23,26,11,,
1,2,23,26,27,,
2,1,33,48,59,,
2,1,33,48,60,,
2,1,33,48,53,,
2,1,33,48,44,,
2,2,54,46,34,,
2,2,54,46,45,,
2,2,54,46,51,,
2,2,54,46,47,,
3,1,74,76,62,,
3,1,74,76,90,,
3,1,74,76,72,,
3,1,74,76,66,,
3,2,63,76,78,,
3,2,63,76,90,,
3,2,63,76,84,,
3,2,63,76,67,,
4,1,91,119,102,,
4,1,91,119,93,,
4,1,91,119,120,,
4,1,91,119,110,,
4,2,119,94,97,,
4,2,119,94,92,,
4,2,119,94,120,,
4,2,119,94,100,,
5,1,142,139,148,,
5,1,142,139,122,,
5,1,142,139,143,,
5,1,142,139,132,,
5,2,142,140,150,,
5,2,142,140,127,,
5,2,142,140,146,,
5,2,142,140,124,,
