category,trial,item1,item2,item3,choice,rt
1,1,2,24,18,,
1,1,2,24,7,,
1,1,2,24,6,,
1,1,2,24,4,,
1,2,2,20,18,,
1,2,2,20,21,,
1,2,2,20,6,,
1,2,2,20,28,,
2,1,35,52,59,,
2,1,35,52,57,,
2,1,35,52,43,,
2,1,35,52,44,,
2,2,41,40,59,,
2,2,41,40,49,,
2,2,41,40,51,,
2,2,41,40,47,,
3,1,74,82,78,,
3,1,74,82,90,,
3,1,74,82,88,,
3,1,74,82,66,,
3,2,76,85,78,,
3,2,76,85,90,,
3,2,76,85,69,,
3,2,76,85,86,,
4,1,94,111,104,,
4,1,94,111,93,,
4,1,94,111,95,,
4,1,94,111,100,,
4,2,106,113,97,,
4,2,106,113,98,,
4,2,106,113,96,,
4,2,106,113,116,,
5,1,128,130,150,,
5,1,128,130,141,,
5,1,128,130,143,,
5,1,128,130,124,,
5,2,145,139,148,,
5,2,145,139,149,,
5,2,145,139,131,,
5,2,145,139,135,,
