category,trial,item1,item2,item3,choice,rt
1,1,3,1,18,,
1,1,3,1,16,,
1,1,3,1,11,,
1,1,3,1,4,,
1,2,3,9,18,,
1,2,3,9,16,,
1,2,3,9,12,,
1,2,3,9,5,,
2,1,32,35,59,,
2,1,32,35,55,,
2,1,32,35,53,,
2,1,32,35,47,,
2,2,32,33,37,,
2,2,32,33,42,,
2,2,32,33,43,,
2,2,32,33,39,,
3,1,80,68,78,,
3,1,80,68,81,,
3,1,80,68,88,,
3,1,80,68,65,,
3,2,68,64,62,,
3,2,68,64,81,,
3,2,68,64,84,,
3,2,68,64,66,,
4,1,105,114,104,,
4,1,105,114,93,,
4,1,105,114,95,,
4,1,105,114,118,,
4,2,119,113,115,,
4,2,119,113,98,,
4,2,119,113,120,,
4,2,119,113,118,,
5,1,142,145,150,,
5,1,142,145,149,,
5,1,142,145,137,,
5,1,142,145,133,,
5,2,128,142,150,,
5,2,128,142,141,,
5,2,128,142,125,,
5,2,128,142,124,,
