category,trial,item1,item2,item3,choice,rt
1,1,24,22,18,,
1,1,24,22,7,,
1,1,24,22,6,,
1,1,24,22,5,,
1,2,26,3,18,,
1,2,26,3,7,,
1,2,26,3,10,,
1,2,26,3,8,,
2,1,52,40,34,,
2,1,52,40,49,,
2,1,52,40,51,,
2,1,52,40,44,,
2,2,35,54,34,,
2,2,35,54,38,,
2,2,35,54,43,,
2,2,35,54,44,,
3,1,64,80,62,,
3,1,64,80,81,,
3,1,64,80,89,,
3,1,64,80,86,,
3,2,64,74,62,,
3,2,64,74,81,,
3,2,64,74,69,,
3,2,64,74,67,,
4,1,108,105,97,,
4,1,108,105,93,,
4,1,108,105,107,,
4,1,108,105,118,,
4,2,106,94,99,,
4,2,106,94,98,,
4,2,106,94,101,,
4,2,106,94,103,,
5,1,142,129,148,,
5,1,142,129,149,,
5,1,142,129,125,,
5,1,142,129,133,,
5,2,145,147,150,,
5,2,145,147,149,,
5,2,145,147,125,,
5,2,145,147,123,,
