category,trial,item1,item2,item3,choice,rt
1,1,15,2,18,,
1,1,15,2,21,,
1,1,15,2,10,,
1,1,15,2,28,,
1,2,2,23,18,,
1,2,2,23,30,,
1,2,2,23,12,,
1,2,2,23,27,,
2,1,40,50,58,,
2,1,40,50,38,,
2,1,40,50,56,,
2,1,40,50,44,,
2,2,41,40,31,,
2,2,41,40,38,,
2,2,41,40,43,,
2,2,41,40,47,,
3,1,85,76,62,,
3,1,85,76,90,,
3,1,85,76,72,,
3,1,85,76,65,,
3,2,79,68,78,,
3,2,79,68,81,,
3,2,79,68,72,,
3,2,79,68,71,,
4,1,108,112,102,,
4,1,108,112,92,,
4,1,108,112,95,,
4,1,108,112,100,,
4,2,112,91,104,,
4,2,112,91,92,,
4,2,112,91,109,,
4,2,112,91,110,,
5,1,129,142,150,,
5,1,129,142,122,,
5,1,129,142,138,,
5,1,129,142,123,,
5,2,130,140,148,,
5,2,130,140,141,,
5,2,130,140,134,,
5,2,130,140,124,,
