category,trial,item1,item2,item3,choice,rt
1,1,20,1,18,,
1,1,20,1,21,,
1,1,20,1,11,,
1,1,20,1,4,,
1,2,2,1,18,,
1,2,2,1,7,,
1,2,2,1,11,,
1,2,2,1,4,,
2,1,35,50,58,,
2,1,35,50,60,,
2,1,35,50,56,,
2,1,35,50,44,,
2,2,32,54,58,,
2,2,32,54,38,,
2,2,32,54,36,,
2,2,32,54,47,,
3,1,63,76,62,,
3,1,63,76,81,,
3,1,63,76,88,,
3,1,63,76,66,,
3,2,80,68,78,,
3,2,80,68,81,,
3,2,80,68,84,,
3,2,80,68,70,,
4,1,106,114,104,,
4,1,106,114,93,,
4,1,106,114,101,,
4,1,106,114,110,,
4,2,106,105,115,,
4,2,106,105,98,,
4,2,106,105,120,,
4,2,106,105,103,,
5,1,147,140,148,,
5,1,147,140,127,,
5,1,147,140,143,,
5,1,147,140,135,,
5,2,129,142,148,,
5,2,129,142,141,,
5,2,129,142,146,,
5,2,129,142,144,,
