category,trial,item1,item2,item3,choice,rt
1,1,23,24,18,,
1,1,23,24,19,,
1,1,23,24,14,,
1,1,23,24,5,,
1,2,3,26,18,,
1,2,3,26,7,,
1,2,3,26,11,,
1,2,3,26,27,,
2,1,54,48,59,,
2,1,54,48,55,,
2,1,54,48,43,,
2,1,54,48,39,,
2,2,40,33,34,,
2,2,40,33,45,,
2,2,40,33,53,,
2,2,40,33,39,,
3,1,80,68,78,,
3,1,80,68,81,,
3,1,80,68,83,,
3,1,80,68,67,,
3,2,74,63,62,,
3,2,74,63,90,,
3,2,74,63,87,,
3,2,74,63,67,,
4,1,111,94,97,,
4,1,111,94,93,,
4,1,111,94,95,,
4,1,111,94,100,,
4,2,114,91,102,,
4,2,114,91,93,,
4,2,114,91,109,,
4,2,114,91,118,,
5,1,136,139,150,,
5,1,136,139,141,,
5,1,136,139,131,,
5,1,136,139,133,,
5,2,129,139,148,,
5,2,129,139,122,,
5,2,129,139,126,,
5,2,129,139,144,,
