category,trial,item1,item2,item3,choice,rt
1,1,3,2,18,,
1,1,3,2,7,,
1,1,3,2,10,,
1,1,3,2,13,,
1,2,20,26,18,,
1,2,20,26,21,,
1,2,20,26,6,,
1,2,20,26,25,,
2,1,41,48,58,,
2,1,41,48,55,,
2,1,41,48,51,,
2,1,41,48,44,,
2,2,50,46,37,,
2,2,50,46,55,,
2,2,50,46,53,,
2,2,50,46,44,,
3,1,79,77,62,,
3,1,79,77,81,,
3,1,79,77,87,,
3,1,79,77,75,,
3,2,63,64,78,,
3,2,63,64,81,,
3,2,63,64,83,,
3,2,63,64,66,,
4,1,113,94,102,,
4,1,113,94,93,,
4,1,113,94,96,,
4,1,113,94,116,,
4,2,106,108,99,,
4,2,106,108,117,,
4,2,106,108,101,,
4,2,106,108,118,,
5,1,139,142,148,,
5,1,139,142,149,,
5,1,139,142,146,,
5,1,139,142,144,,
5,2,136,128,148,,
5,2,136,128,122,,
5,2,136,128,146,,
5,2,136,128,135,,
