category,trial,item1,item2,item3,choice,rt
1,1,2,9,18,,
1,1,2,9,30,,
1,1,2,9,11,,
1,1,2,9,17,,
1,2,22,3,18,,
1,2,22,3,30,,
1,2,22,3,14,,
1,2,22,3,28,,
2,1,54,32,37,,
2,1,54,32,45,,
2,1,54,32,43,,
2,1,54,32,44,,
2,2,35,40,37,,
2,2,35,40,42,,
2,2,35,40,36,,
2,2,35,40,44,,
3,1,80,74,78,,
3,1,80,74,90,,
3,1,80,74,61,,
3,1,80,74,73,,
3,2,85,80,62,,
3,2,85,80,90,,
3,2,85,80,87,,
3,2,85,80,73,,
4,1,105,111,102,,
4,1,105,111,98,,
4,1,105,111,120,,
4,1,105,111,116,,
4,2,91,113,102,,
4,2,91,113,98,,
4,2,91,113,95,,
4,2,91,113,100,,
5,1,145,129,150,,
5,1,145,129,149,,
5,1,145,129,126,,
5,1,145,129,135,,
5,2,147,128,148,,
5,2,147,128,127,,
5,2,147,128,134,,
5,2,147,128,144,,
