category,trial,item1,item2,item3,choice,rt
1,1,23,9,18,9.0,6.960047650419325
1,1,23,9,16,9.0,6.135896998024024
1,1,23,9,11,11.0,7.081548667754399
1,1,23,9,27,9.0,7.755364271540829
1,2,23,26,18,26.0,4.2195477672692565
1,2,23,26,21,26.0,4.686031656026483
1,2,23,26,11,26.0,5.293828490250283
1,2,23,26,27,26.0,5.7168678430032855
2,1,33,48,59,33.0,5.269451206784376
2,1,33,48,60,60.0,5.055514322418134
2,1,33,48,53,33.0,6.377426264965292
2,1,33,48,44,33.0,6.314200984062481
2,2,54,46,34,34.0,6.232574846177751
2,2,54,46,45,54.0,5.760505063042662
2,2,54,46,51,46.0,6.517118162359234
2,2,54,46,47,47.0,7.312153093188845
3,1,74,76,62,76.0,5.4237650066689564
3,1,74,76,90,76.0,5.420785911896562
3,1,74,76,72,76.0,6.056032180684046
3,1,74,76,66,76.0,5.950727932399565
3,2,63,76,78,63.0,6.12175284422724
3,2,63,76,90,63.0,6.715161810176612
3,2,63,76,84,63.0,7.687160763010775
3,2,63,76,67,67.0,7.522181946990091
4,1,91,119,102,119.0,5.322193153352071
4,1,91,119,93,119.0,5.691966867701815
4,1,91,119,120,119.0,6.065726511561718
4,1,91,119,110,119.0,6.0690179400051125
4,2,119,94,97,119.0,4.1829706810835185
4,2,119,94,92,119.0,4.26361125906466
4,2,119,94,120,94.0,5.293117684306915
4,2,119,94,100,119.0,5.53262810089501
5,1,142,139,148,142.0,4.692058999831271
5,1,142,139,122,142.0,4.487227064547302
5,1,142,139,143,142.0,5.537979192882291
5,1,142,139,132,142.0,6.035533846056294
5,2,142,140,150,142.0,4.652135490022552
5,2,142,140,127,142.0,5.177578552338705
5,2,142,140,146,142.0,6.151994421726137
5,2,142,140,124,142.0,6.122104662387384
