category,trial,item1,item2,item3,choice,rt
1,1,24,26,18,26.0,5.063621059356622
1,1,24,26,30,26.0,5.623225743776887
1,1,24,26,11,26.0,5.267510536799539
1,1,24,26,27,26.0,5.639971388241902
1,2,9,2,18,2.0,4.733778738902169
1,2,9,2,7,2.0,5.906844356296823
1,2,9,2,10,2.0,6.179704250787729
1,2,9,2,5,2.0,6.1219597466583515
2,1,33,52,58,58.0,7.741167127337448
2,1,33,52,42,33.0,7.52048766484428
2,1,33,52,43,33.0,8.025404823343772
2,1,33,52,44,33.0,8.415097085925392
2,2,32,35,34,32.0,4.826041551172628
2,2,32,35,38,32.0,4.950384539683469
2,2,32,35,51,32.0,5.779930218639549
2,2,32,35,39,32.0,5.742326897047305
3,1,77,82,62,82.0,5.7312374780750215
3,1,77,82,81,82.0,5.739261068147504
3,1,77,82,61,61.0,6.283134249957511
3,1,77,82,66,82.0,6.624066933602473
3,2,63,85,78,63.0,4.224759907874738
3,2,63,85,90,63.0,4.8603862077561
3,2,63,85,83,63.0,5.7893917180394
3,2,63,85,73,85.0,5.58917739876903
4,1,119,94,99,119.0,4.658797035406344
4,1,119,94,93,119.0,4.208068813948578
4,1,119,94,109,119.0,5.298238688813384
4,1,119,94,103,119.0,5.137778203722725
4,2,94,114,104,114.0,4.787610582863751
4,2,94,114,98,114.0,4.766797332057106
4,2,94,114,120,114.0,5.215056265463733
4,2,94,114,103,114.0,5.419100164013081
5,1,147,140,150,140.0,6.514733714794031
5,1,147,140,127,140.0,7.273605500039107
5,1,147,140,131,147.0,8.076032739996906
5,1,147,140,132,140.0,8.55059071711181
5,2,140,136,150,140.0,4.017161537004747
5,2,140,136,149,149.0,5.303831046083163
5,2,140,136,146,140.0,5.4255751779324175
5,2,140,136,133,133.0,6.1191089720163045
