category,trial,item1,item2,item3,choice,rt
1,1,20,1,18,20.0,6.238444750920553
1,1,20,1,21,21.0,6.348279887535835
1,1,20,1,12,20.0,7.452256417798231
1,1,20,1,5,20.0,7.196276824315257
1,2,9,3,18,18.0,6.842627176669287
1,2,9,3,16,9.0,7.298718514432751
1,2,9,3,11,9.0,7.838666969407267
1,2,9,3,13,9.0,7.595873069863481
2,1,48,32,59,32.0,5.121043368283868
2,1,48,32,57,32.0,4.6243746922265085
2,1,48,32,43,32.0,5.910780134614905
2,1,48,32,39,39.0,5.966832522372848
2,2,48,52,34,48.0,5.977122266651865
2,2,48,52,60,60.0,6.330859709702908
2,2,48,52,56,48.0,6.724365897259483
2,2,48,52,44,48.0,6.448807751752469
3,1,68,82,62,82.0,4.833450342179766
3,1,68,82,81,82.0,5.20596612511871
3,1,68,82,69,82.0,5.180236072971214
3,1,68,82,66,82.0,5.87197121380175
3,2,74,77,78,78.0,3.943715087211578
3,2,74,77,90,77.0,4.491062868211773
3,2,74,77,83,77.0,5.323066877848906
3,2,74,77,86,77.0,5.332129767179101
4,1,112,114,97,114.0,4.362828024947563
4,1,112,114,93,114.0,5.045038291498555
4,1,112,114,95,114.0,5.546833500244778
4,1,112,114,118,114.0,5.837461252881174
4,2,108,114,97,114.0,4.154700705723114
4,2,108,114,93,114.0,4.0159432036995195
4,2,108,114,95,114.0,4.646577289741436
4,2,108,114,118,118.0,5.623791040775998
5,1,145,129,148,145.0,5.912847381296853
5,1,145,129,122,145.0,6.254848871607871
5,1,145,129,137,145.0,7.136598564375156
5,1,145,129,144,145.0,6.996252905324994
5,2,147,121,148,121.0,6.461484962331488
5,2,147,121,122,122.0,6.256318153317528
5,2,147,121,137,121.0,6.770390222869089
5,2,147,121,135,135.0,6.778867920513752
