category,trial,item1,item2,item3,choice,rt
1,1,9,24,18,24.0,6.348265400800466
1,1,9,24,21,24.0,6.6753920841838
1,1,9,24,14,24.0,7.312940507702605
1,1,9,24,13,24.0,7.2914009085880735
1,2,9,24,18,24.0,6.609075896971914
1,2,9,24,19,24.0,7.273419838030758
1,2,9,24,11,24.0,7.273763457973734
1,2,9,24,17,24.0,7.38688568591819
2,1,35,40,34,40.0,5.283181084237999
2,1,35,40,49,40.0,5.483303832190257
2,1,35,40,51,40.0,5.3935364046718295
2,1,35,40,47,47.0,5.920386085455274
2,2,54,32,58,32.0,6.514239410370539
2,2,54,32,55,55.0,7.190998999202465
2,2,54,32,36,32.0,7.04760304650811
2,2,54,32,44,32.0,7.242824000968589
3,1,68,80,78,80.0,5.046927730583652
3,1,68,80,81,80.0,5.42450565749383
3,1,68,80,89,80.0,6.453541012403621
3,1,68,80,73,80.0,6.473451702174566
3,2,79,64,78,64.0,5.702594230498341
3,2,79,64,81,64.0,6.011084344642537
3,2,79,64,69,64.0,6.598655914705089
3,2,79,64,70,70.0,7.158797420576276
4,1,119,91,104,119.0,6.9260499815384335
4,1,119,91,117,119.0,7.130736527457055
4,1,119,91,109,109.0,7.593215289755934
4,1,119,91,118,119.0,8.065603946568526
4,2,94,91,99,99.0,4.405979120057273
4,2,94,91,117,91.0,4.221733377882192
4,2,94,91,96,91.0,5.529842366159999
4,2,94,91,116,91.0,5.5573686286752455
5,1,136,121,148,121.0,4.88670163017548
5,1,136,121,122,121.0,5.112655422054605
5,1,136,121,125,121.0,5.530068455835266
5,1,136,121,144,144.0,5.806010372418864
5,2,128,136,150,128.0,6.01054576494363
5,2,128,136,127,128.0,6.483874705988134
5,2,128,136,126,126.0,7.5274521342719805
5,2,128,136,124,128.0,7.596830707145072
