category,trial,item1,item2,item3,choice,rt
1,1,15,23,18,15.0,3.8364251955635935
1,1,15,23,21,15.0,3.303543946470055
1,1,15,23,14,15.0,4.514355581439889
1,1,15,23,28,15.0,4.455319332630724
1,2,1,23,18,23.0,5.771536097264036
1,2,1,23,16,23.0,5.732091610048833
1,2,1,23,12,23.0,6.560740994269633
1,2,1,23,29,23.0,6.4522435467862715
2,1,46,35,37,46.0,7.34697378062354
2,1,46,35,38,35.0,7.020468213377234
2,1,46,35,43,46.0,8.238137375876164
2,1,46,35,39,46.0,8.36233148946347
2,2,32,40,34,32.0,4.67590692412217
2,2,32,40,42,32.0,4.475646559483369
2,2,32,40,53,32.0,5.4049233348667975
2,2,32,40,47,32.0,5.8649881393840735
3,1,82,63,62,62.0,6.52991863584573
3,1,82,63,90,90.0,5.70072747668621
3,1,82,63,88,88.0,5.768949553126662
3,1,82,63,66,63.0,7.060424362609552
3,2,85,63,78,63.0,5.886747280823146
3,2,85,63,81,63.0,7.041705586227501
3,2,85,63,72,63.0,7.376287829636869
3,2,85,63,71,63.0,7.2236967472036255
4,1,111,119,99,119.0,5.716329118655632
4,1,111,119,92,111.0,5.8632254882733
4,1,111,119,101,119.0,6.4425359996342815
4,1,111,119,110,111.0,6.875282737989879
4,2,105,94,99,105.0,6.251444256700871
4,2,105,94,92,105.0,6.349206820102464
4,2,105,94,109,105.0,7.2762544939793985
4,2,105,94,103,105.0,6.994569519828838
5,1,128,136,150,128.0,5.990350239440668
5,1,128,136,149,128.0,6.340865244564521
5,1,128,136,143,143.0,7.232899464577911
5,1,128,136,132,132.0,8.11421615233322
5,2,142,145,150,142.0,5.869338397179889
5,2,142,145,149,142.0,6.228811560097435
5,2,142,145,138,142.0,7.168797598583337
5,2,142,145,133,145.0,7.890959853173193
