category,trial,item1,item2,item3,choice,rt
1,1,22,15,18,15.0,3.455559197788002
1,1,22,15,21,15.0,3.3421826551005367
1,1,22,15,12,15.0,4.517418856082492
1,1,22,15,8,15.0,4.710587525507202
1,2,2,1,18,2.0,4.600736677684013
1,2,2,1,21,2.0,5.068247439681553
1,2,2,1,11,2.0,5.9110758743560385
1,2,2,1,4,2.0,5.937794337229141
2,1,32,33,37,32.0,5.697681842055511
2,1,32,33,60,33.0,5.514940629955409
2,1,32,33,43,43.0,6.155663749907843
2,1,32,33,44,32.0,5.900439272164515
2,2,52,40,37,40.0,5.885623133531341
2,2,52,40,45,52.0,5.292071229728182
2,2,52,40,43,40.0,6.39947740080402
2,2,52,40,44,40.0,6.039733603595042
3,1,64,82,62,82.0,6.117815219845273
3,1,64,82,90,82.0,5.6871574821832525
3,1,64,82,89,82.0,6.99106925104344
3,1,64,82,86,82.0,6.870207043122357
3,2,68,64,78,78.0,6.608103569451183
3,2,68,64,90,64.0,7.400634978516121
3,2,68,64,84,84.0,8.045879976749273
3,2,68,64,75,64.0,7.900430728431299
4,1,113,108,115,113.0,4.095912032782239
4,1,113,108,92,113.0,4.9485890332415785
4,1,113,108,109,113.0,5.459054591271868
4,1,113,108,103,113.0,5.110031430748798
4,2,108,106,104,106.0,4.658720646903146
4,2,108,106,93,106.0,4.706652213245707
4,2,108,106,107,107.0,6.036675440322766
4,2,108,106,110,106.0,5.994583478251329
5,1,130,129,148,129.0,6.226821900168004
5,1,130,129,149,129.0,6.538032776507025
5,1,130,129,137,130.0,7.162234852501944
5,1,130,129,133,129.0,7.5819045975394115
5,2,121,140,150,140.0,6.570544682536195
5,2,121,140,149,140.0,7.818305768824274
5,2,121,140,131,140.0,8.286118098702698
5,2,121,140,132,121.0,8.617780348727706
