category,trial,item1,item2,item3,choice,rt
1,1,20,1,18,20.0,7.118417358985155
1,1,20,1,21,20.0,7.2822678561796765
1,1,20,1,11,20.0,7.599671274549671
1,1,20,1,4,20.0,7.8512440060601625
1,2,2,1,18,2.0,6.55789644607998
1,2,2,1,7,2.0,7.468970580514172
1,2,2,1,11,2.0,7.60333968758537
1,2,2,1,4,2.0,7.555222276557213
2,1,35,50,58,58.0,5.485514094814513
2,1,35,50,60,60.0,5.857783214691587
2,1,35,50,56,50.0,6.611781862524692
2,1,35,50,44,35.0,6.469607679479802
2,2,32,54,58,32.0,7.658132943722746
2,2,32,54,38,38.0,7.544412355764228
2,2,32,54,36,32.0,8.166467772790963
2,2,32,54,47,32.0,8.524001709569546
3,1,63,76,62,63.0,5.0825779333736785
3,1,63,76,81,81.0,4.545805629812149
3,1,63,76,88,63.0,5.024523712464827
3,1,63,76,66,63.0,5.22851447764104
3,2,80,68,78,80.0,5.6941867441920895
3,2,80,68,81,80.0,6.403213055126683
3,2,80,68,84,80.0,7.194566532999177
3,2,80,68,70,70.0,6.948454046847155
4,1,106,114,104,114.0,6.811509902374842
4,1,106,114,93,114.0,6.933626262928194
4,1,106,114,101,101.0,7.194285888667084
4,1,106,114,110,114.0,7.297736080907891
4,2,106,105,115,115.0,7.2802413803094
4,2,106,105,98,105.0,7.418893914876644
4,2,106,105,120,105.0,8.187925496795192
4,2,106,105,103,105.0,7.730499281493202
5,1,147,140,148,147.0,6.43883021229265
5,1,147,140,127,140.0,7.050242050416692
5,1,147,140,143,147.0,7.774791556196869
5,1,147,140,135,140.0,7.896046759415993
5,2,129,142,148,142.0,4.557074019168972
5,2,129,142,141,142.0,4.319863952572191
5,2,129,142,146,142.0,5.685907616503458
5,2,129,142,144,142.0,5.4756527866066715
