category,trial,item1,item2,item3,choice,rt
1,1,20,26,18,26.0,5.136742889229756
1,1,20,26,19,19.0,5.548100321178955
1,1,20,26,12,26.0,5.643809663905978
1,1,20,26,5,26.0,5.671411105157821
1,2,3,26,18,26.0,3.4726015024295247
1,2,3,26,7,26.0,4.205616432860102
1,2,3,26,11,3.0,4.2478156335741035
1,2,3,26,27,27.0,4.971447406795056
2,1,41,35,31,35.0,7.388709741196905
2,1,41,35,42,42.0,7.362634263608882
2,1,41,35,43,43.0,7.838053653228204
2,1,41,35,39,41.0,7.647809191093387
2,2,46,35,34,34.0,4.5696823788738135
2,2,46,35,60,46.0,4.914556166431501
2,2,46,35,56,46.0,5.722049717943984
2,2,46,35,44,44.0,5.461469964026343
3,1,82,64,62,82.0,5.185575747242196
3,1,82,64,81,82.0,5.2365433222441204
3,1,82,64,61,82.0,5.696304072370345
3,1,82,64,67,82.0,6.383362970510845
3,2,80,63,62,63.0,5.645344269955331
3,2,80,63,90,63.0,5.108607036345029
3,2,80,63,69,63.0,5.254683532376167
3,2,80,63,65,63.0,6.126275232308185
4,1,106,112,115,106.0,6.214887705663967
4,1,106,112,93,106.0,6.574914200187569
4,1,106,112,96,106.0,6.635370974126506
4,1,106,112,118,106.0,7.613483371595276
4,2,113,119,115,119.0,6.321745515878647
4,2,113,119,117,119.0,5.52990797406963
4,2,113,119,101,119.0,6.812158252481874
4,2,113,119,103,113.0,6.841935489389474
5,1,139,147,150,139.0,4.4806099824674455
5,1,139,147,122,122.0,5.047865759912452
5,1,139,147,126,147.0,6.238723569209289
5,1,139,147,144,139.0,6.248905143000683
5,2,142,145,150,142.0,5.405343789217674
5,2,142,145,127,142.0,6.615330050275684
5,2,142,145,137,142.0,7.029159195643405
5,2,142,145,135,142.0,6.857503200691239
