category,trial,item1,item2,item3,choice,rt
1,1,26,1,18,26.0,5.208103034520174
1,1,26,1,7,26.0,5.296959028245262
1,1,26,1,10,26.0,5.688528178813789
1,1,26,1,29,26.0,5.262881290972848
1,2,9,23,18,18.0,6.51920768308981
1,2,9,23,30,30.0,7.48123654841654
1,2,9,23,10,23.0,7.387152490131523
1,2,9,23,13,23.0,7.146807162140043
2,1,48,54,59,48.0,7.2245979673040175
2,1,48,54,57,57.0,7.5319372861930685
2,1,48,54,56,54.0,8.245362746728265
2,1,48,54,39,39.0,8.304895595742863
2,2,48,50,31,48.0,5.245141152863203
2,2,48,50,38,48.0,5.587745955467412
2,2,48,50,43,48.0,6.292319562698431
2,2,48,50,39,48.0,6.291540294811844
3,1,63,82,78,78.0,5.182919757351242
3,1,63,82,90,82.0,6.199477125113451
3,1,63,82,84,84.0,6.3165808985269845
3,1,63,82,75,75.0,6.766960509840165
3,2,82,64,62,62.0,5.39836952328246
3,2,82,64,90,82.0,5.302043770013924
3,2,82,64,88,88.0,5.311798691501785
3,2,82,64,66,82.0,6.091240243424039
4,1,113,111,115,111.0,4.860494770457148
4,1,113,111,98,111.0,4.68196130005861
4,1,113,111,95,111.0,5.265277979636714
4,1,113,111,103,111.0,5.181106037985728
4,2,114,106,104,114.0,6.768159627842254
4,2,114,106,98,114.0,6.351668592488565
4,2,114,106,120,120.0,7.137596934276427
4,2,114,106,116,114.0,7.097279383365648
5,1,130,145,150,130.0,4.935758049091824
5,1,130,145,149,145.0,5.988992267230991
5,1,130,145,126,130.0,6.593537816203146
5,1,130,145,144,130.0,6.528548522761078
5,2,130,121,148,121.0,6.121015747346398
5,2,130,121,149,149.0,6.633798570815246
5,2,130,121,126,126.0,6.844914058484067
5,2,130,121,135,130.0,7.0740842017625845
