category,trial,item1,item2,item3,choice,rt
1,1,24,22,18,18.0,7.484964165875468
1,1,24,22,7,22.0,7.7996690567037845
1,1,24,22,6,22.0,8.041281102621092
1,1,24,22,5,5.0,7.8496856434034505
1,2,26,3,18,26.0,5.717211666054919
1,2,26,3,7,26.0,6.192193055321864
1,2,26,3,10,26.0,5.9929577513569665
1,2,26,3,8,26.0,6.526306619380501
2,1,52,40,34,40.0,6.3844425438867844
2,1,52,40,49,40.0,7.282638938902679
2,1,52,40,51,40.0,7.304117877644915
2,1,52,40,44,44.0,7.3504737647343585
2,2,35,54,34,54.0,6.926351273240602
2,2,35,54,38,54.0,7.556754367342435
2,2,35,54,43,35.0,7.954557243039534
2,2,35,54,44,54.0,8.057528674734467
3,1,64,80,62,62.0,4.483161619641637
3,1,64,80,81,80.0,4.9250400294786765
3,1,64,80,89,80.0,5.2285420289467766
3,1,64,80,86,86.0,5.301309066888637
3,2,64,74,62,74.0,6.810693294928489
3,2,64,74,81,74.0,6.71908727982203
3,2,64,74,69,74.0,6.7512130571800455
3,2,64,74,67,67.0,7.05712410004929
4,1,108,105,97,105.0,5.161563974234749
4,1,108,105,93,105.0,5.121001775001146
4,1,108,105,107,107.0,6.365453800359555
4,1,108,105,118,118.0,6.797096998551607
4,2,106,94,99,106.0,6.980870317491692
4,2,106,94,98,106.0,6.4765094060099475
4,2,106,94,101,106.0,7.594207852101727
4,2,106,94,103,106.0,7.402091918610354
5,1,142,129,148,142.0,5.510144430592853
5,1,142,129,149,149.0,5.367685134828173
5,1,142,129,125,142.0,6.564838361686649
5,1,142,129,133,142.0,7.184519508748162
5,2,145,147,150,145.0,4.876997254761246
5,2,145,147,149,149.0,5.577285641886048
5,2,145,147,125,145.0,6.385426592765653
5,2,145,147,123,145.0,6.662826528409045
