category,trial,item1,item2,item3,choice,rt
1,1,3,2,18,2.0,5.834161007320395
1,1,3,2,7,7.0,6.791452294845476
1,1,3,2,10,3.0,6.623618671003238
1,1,3,2,13,2.0,6.929252250554473
1,2,20,26,18,18.0,6.68398722735663
1,2,20,26,21,26.0,6.54554651461984
1,2,20,26,6,26.0,7.441683703948385
1,2,20,26,25,26.0,7.523421714310132
2,1,41,48,58,48.0,5.949732145414522
2,1,41,48,55,48.0,6.836992077014475
2,1,41,48,51,48.0,6.7240275203850395
2,1,41,48,44,48.0,6.773668783247995
2,2,50,46,37,46.0,7.702225562181401
2,2,50,46,55,46.0,8.32236618570059
2,2,50,46,53,46.0,8.094524453364723
2,2,50,46,44,46.0,8.306349543895815
3,1,79,77,62,77.0,6.211313015270163
3,1,79,77,81,77.0,6.963801267648055
3,1,79,77,87,77.0,6.483115792799971
3,1,79,77,75,75.0,7.076095357603581
3,2,63,64,78,63.0,6.034429801839988
3,2,63,64,81,63.0,6.518707258585968
3,2,63,64,83,83.0,7.691252506369592
3,2,63,64,66,66.0,7.435778055035203
4,1,113,94,102,113.0,5.109934047291708
4,1,113,94,93,93.0,5.761636684033654
4,1,113,94,96,113.0,6.258081666848003
4,1,113,94,116,113.0,6.359557310877092
4,2,106,108,99,99.0,7.000251237888165
4,2,106,108,117,106.0,7.262029272447327
4,2,106,108,101,101.0,7.998611511398739
4,2,106,108,118,106.0,8.534621784544006
5,1,139,142,148,142.0,4.6686013662380805
5,1,139,142,149,142.0,4.676543381040277
5,1,139,142,146,142.0,5.762976361342095
5,1,139,142,144,142.0,5.753808000494056
5,2,136,128,148,128.0,4.450258098847431
5,2,136,128,122,128.0,4.846121523772036
5,2,136,128,146,146.0,5.49432618978841
5,2,136,128,135,128.0,5.600893416858837
