category,trial,item1,item2,item3,choice,rt
1,1,20,15,18,15.0,5.560105491725364
1,1,20,15,19,15.0,5.7009093466428595
1,1,20,15,6,15.0,6.082886610412284
1,1,20,15,25,15.0,5.7197153524218205
1,2,26,24,18,26.0,4.512912297010763
1,2,26,24,16,26.0,3.96226343253806
1,2,26,24,12,26.0,4.670061096102707
1,2,26,24,28,26.0,4.742979432793455
2,1,33,41,34,33.0,5.700316959707049
2,1,33,41,60,60.0,5.920450089823122
2,1,33,41,51,33.0,6.548570408120703
2,1,33,41,47,33.0,7.165139816524251
2,2,35,54,58,35.0,5.054192899367171
2,2,35,54,60,35.0,4.7620003350928695
2,2,35,54,36,35.0,6.0746512702449085
2,2,35,54,47,47.0,6.569722719801847
3,1,77,80,62,77.0,6.414812339456594
3,1,77,80,90,77.0,6.199538787818802
3,1,77,80,83,77.0,7.4259782825351195
3,1,77,80,75,80.0,7.415541873253543
3,2,85,80,62,80.0,5.624031300761557
3,2,85,80,81,80.0,5.580000887325117
3,2,85,80,89,85.0,6.536437098317455
3,2,85,80,66,80.0,6.434170875924476
4,1,105,111,102,105.0,4.454406381675734
4,1,105,111,92,105.0,4.292870639731623
4,1,105,111,120,105.0,5.289853319391491
4,1,105,111,116,105.0,5.159062405282965
4,2,114,105,97,105.0,6.687443208129768
4,2,114,105,92,114.0,7.497037664032229
4,2,114,105,96,114.0,8.026592336410745
4,2,114,105,103,114.0,7.870675930245934
5,1,121,145,150,145.0,4.91338195292619
5,1,121,145,127,145.0,5.836924705928308
5,1,121,145,125,145.0,6.0872471872399005
5,1,121,145,132,132.0,6.70599705725417
5,2,139,130,150,130.0,4.1721734641556125
5,2,139,130,149,149.0,4.737335284015956
5,2,139,130,126,130.0,5.326964302634638
5,2,139,130,123,130.0,5.321468234125888
