category,trial,item1,item2,item3,choice,rt
1,1,26,2,18,26.0,5.8141853902651945
1,1,26,2,16,26.0,6.4956557547154326
1,1,26,2,12,26.0,7.19923274418729
1,1,26,2,29,26.0,7.152497715181864
1,2,24,9,18,24.0,7.442787769373332
1,2,24,9,7,7.0,8.125469449602548
1,2,24,9,14,14.0,8.268814120641968
1,2,24,9,29,24.0,8.319557928431092
2,1,32,46,59,32.0,6.821997946983502
2,1,32,46,38,32.0,7.35404733768294
2,1,32,46,56,32.0,8.060081642946104
2,1,32,46,39,32.0,8.106759615607837
2,2,33,48,31,33.0,6.215623863003638
2,2,33,48,49,33.0,7.019910158563905
2,2,33,48,36,33.0,6.892537535174048
2,2,33,48,47,33.0,7.633480919125397
3,1,85,63,78,63.0,6.344781078555048
3,1,85,63,81,63.0,7.1091766658664355
3,1,85,63,89,63.0,7.579664371775242
3,1,85,63,70,63.0,7.715180505243508
3,2,85,79,78,85.0,4.380657300257367
3,2,85,79,90,90.0,4.910631693022687
3,2,85,79,72,85.0,5.706004987513276
3,2,85,79,86,85.0,5.623618606343327
4,1,108,113,115,113.0,5.825751949134686
4,1,108,113,93,113.0,5.951153142089495
4,1,108,113,96,113.0,6.285976535079588
4,1,108,113,110,113.0,6.2943553734265
4,2,91,111,99,111.0,7.009909642917554
4,2,91,111,92,111.0,7.6505265999109735
4,2,91,111,109,111.0,8.37856348073051
4,2,91,111,116,111.0,7.97701852458511
5,1,140,121,150,150.0,5.092268383966316
5,1,140,121,122,140.0,5.665964632809192
5,1,140,121,146,146.0,6.609124000594318
5,1,140,121,133,133.0,7.029910302632963
5,2,139,128,150,150.0,5.133475873990591
5,2,139,128,122,122.0,5.879932808851088
5,2,139,128,146,146.0,6.821046874267284
5,2,139,128,133,139.0,7.4566422225447955
