category,trial,item1,item2,item3,choice,rt
1,1,22,2,18,2.0,5.7253326134306395
1,1,22,2,30,30.0,6.807945885151042
1,1,22,2,6,2.0,6.659338962530704
1,1,22,2,8,2.0,7.574080225974962
1,2,22,23,18,22.0,4.6338463308254685
1,2,22,23,16,22.0,4.90088840949853
1,2,22,23,6,6.0,5.6919004866907255
1,2,22,23,29,22.0,5.623236560606028
2,1,52,33,31,33.0,6.3928512936062845
2,1,52,33,60,33.0,7.138446430105897
2,1,52,33,53,33.0,7.541740484181375
2,1,52,33,39,33.0,7.6663296775394105
2,2,54,46,31,46.0,6.871024979559449
2,2,54,46,38,46.0,7.784043862251421
2,2,54,46,56,46.0,8.339616757287567
2,2,54,46,47,54.0,8.619241236140738
3,1,79,80,78,80.0,5.202970697522822
3,1,79,80,81,80.0,6.051386210869124
3,1,79,80,61,80.0,5.837097339144267
3,1,79,80,71,80.0,6.6915590486358765
3,2,85,77,78,77.0,6.111090451393547
3,2,85,77,81,77.0,6.662428647294761
3,2,85,77,84,77.0,7.2938898033737605
3,2,85,77,86,85.0,7.6513526772116975
4,1,113,114,115,114.0,4.545896827768562
4,1,113,114,92,114.0,4.228775717638765
4,1,113,114,95,114.0,5.259976130827462
4,1,113,114,116,114.0,5.212748705870151
4,2,106,111,97,111.0,4.930393836651504
4,2,106,111,93,111.0,4.934728244586081
4,2,106,111,107,111.0,5.4166852568502435
4,2,106,111,118,111.0,6.061316949760267
5,1,130,121,148,121.0,6.4045715141208
5,1,130,121,122,130.0,6.471569607226131
5,1,130,121,146,121.0,6.8886891034585185
5,1,130,121,123,130.0,7.171798800934992
5,2,121,145,148,145.0,5.854967325006493
5,2,121,145,122,145.0,5.002689605997482
5,2,121,145,137,145.0,6.181798912878561
5,2,121,145,123,121.0,6.4346517266553676
