category,trial,item1,item2,item3,choice,rt
1,1,23,24,18,24.0,6.7007262598260855
1,1,23,24,19,19.0,7.222325548632084
1,1,23,24,14,24.0,7.2227914142793255
1,1,23,24,5,24.0,7.424857177331791
1,2,3,26,18,26.0,3.7304237396488373
1,2,3,26,7,26.0,4.459360549168364
1,2,3,26,11,11.0,4.146006360116817
1,2,3,26,27,26.0,4.59946072508742
2,1,54,48,59,59.0,5.109315183660533
2,1,54,48,55,55.0,6.578947441162528
2,1,54,48,43,48.0,6.108233374019402
2,1,54,48,39,48.0,6.590028304595682
2,2,40,33,34,33.0,7.4805345894686575
2,2,40,33,45,33.0,7.593463115525294
2,2,40,33,53,33.0,8.247323118487103
2,2,40,33,39,33.0,8.141347280836268
3,1,80,68,78,80.0,4.126012506240291
3,1,80,68,81,80.0,4.504053806640216
3,1,80,68,83,83.0,5.401769515770685
3,1,80,68,67,80.0,5.347556297799031
3,2,74,63,62,63.0,5.4845518485624005
3,2,74,63,90,63.0,6.063981561172611
3,2,74,63,87,63.0,5.93061241870118
3,2,74,63,67,63.0,6.7786466607230595
4,1,111,94,97,111.0,6.729954649596351
4,1,111,94,93,111.0,6.851660130136301
4,1,111,94,95,111.0,7.661658942163952
4,1,111,94,100,111.0,8.201541209405686
4,2,114,91,102,114.0,6.946613116884898
4,2,114,91,93,114.0,7.052153547833786
4,2,114,91,109,114.0,7.430005878738191
4,2,114,91,118,114.0,7.924173115242193
5,1,136,139,150,136.0,6.1257013619120535
5,1,136,139,141,136.0,6.5903201859725495
5,1,136,139,131,131.0,7.709834112768476
5,1,136,139,133,136.0,8.321426340302741
5,2,129,139,148,129.0,4.4645594755415
5,2,129,139,122,129.0,4.97733325090932
5,2,129,139,126,129.0,5.7433102581165425
5,2,129,139,144,129.0,5.612983764599195
