category,trial,item1,item2,item3,choice,rt
1,1,3,2,18,2.0,5.9673639031656585
1,1,3,2,19,2.0,6.8957660063341795
1,1,3,2,12,2.0,7.043772171870463
1,1,3,2,5,2.0,7.299897557138909
1,2,23,1,18,23.0,5.00017173815206
1,2,23,1,30,23.0,5.545195492536557
1,2,23,1,14,23.0,5.741348395095258
1,2,23,1,8,1.0,6.225151752839049
2,1,41,54,31,54.0,6.820589596077538
2,1,41,54,57,54.0,7.369090821605477
2,1,41,54,51,51.0,7.701744352795732
2,1,41,54,47,54.0,8.160778036391546
2,2,41,48,59,48.0,7.3771328278428525
2,2,41,48,38,41.0,7.401579524887612
2,2,41,48,51,48.0,8.28917045961285
2,2,41,48,47,48.0,8.719985607584066
3,1,64,74,62,74.0,5.931098745572062
3,1,64,74,90,90.0,5.464914114611805
3,1,64,74,61,74.0,6.163255307340405
3,1,64,74,75,75.0,6.531025063399978
3,2,76,77,62,62.0,6.370571091468143
3,2,76,77,90,77.0,6.870415500102147
3,2,76,77,87,77.0,6.41151857584881
3,2,76,77,67,77.0,7.347115816585044
4,1,119,106,104,119.0,5.625935090533222
4,1,119,106,117,119.0,5.220872337043802
4,1,119,106,109,119.0,6.399275659533117
4,1,119,106,100,119.0,6.750606736123499
4,2,91,119,104,119.0,6.656703365725224
4,2,91,119,92,119.0,7.565638106481321
4,2,91,119,109,119.0,7.733084802879814
4,2,91,119,116,119.0,7.762557155322819
5,1,130,136,150,136.0,6.585011917501361
5,1,130,136,122,130.0,6.772711977824698
5,1,130,136,146,130.0,7.82148529873358
5,1,130,136,123,130.0,8.007988254283918
5,2,129,136,148,129.0,4.98755716862339
5,2,129,136,122,129.0,4.7825348790712905
5,2,129,136,126,129.0,5.969530746250007
5,2,129,136,124,129.0,5.747034648194155
