category,trial,item1,item2,item3,choice,rt
1,1,26,2,18,26.0,7.420952329934092
1,1,26,2,7,26.0,7.543291086477329
1,1,26,2,14,26.0,7.660175141131104
1,1,26,2,5,26.0,7.7455132456454
1,2,15,22,18,15.0,5.508480886666065
1,2,15,22,7,15.0,5.95868612890191
1,2,15,22,11,15.0,5.818772833598514
1,2,15,22,13,15.0,5.843645460235015
2,1,50,41,31,50.0,7.645733954847586
2,1,50,41,42,50.0,7.010305840755102
2,1,50,41,53,50.0,7.755812797343172
2,1,50,41,39,39.0,7.835926976431191
2,2,46,52,37,46.0,7.2638970930131865
2,2,46,52,57,46.0,6.926728724308169
2,2,46,52,53,53.0,7.86131875443937
2,2,46,52,47,47.0,8.084363817113884
3,1,64,82,62,82.0,6.77015553471448
3,1,64,82,90,82.0,6.760457223775452
3,1,64,82,88,82.0,7.361192851161963
3,1,64,82,67,82.0,7.683516797251011
3,2,76,79,62,76.0,4.84499388810536
3,2,76,79,90,76.0,4.470966367478795
3,2,76,79,72,76.0,5.497320947198621
3,2,76,79,73,73.0,5.564352639849987
4,1,119,111,115,119.0,5.8920920445945235
4,1,119,111,92,119.0,6.407894309904471
4,1,119,111,120,119.0,6.78025756098158
4,1,119,111,103,119.0,6.746616254985485
4,2,113,106,102,113.0,5.815672546433936
4,2,113,106,98,106.0,5.856959125011004
4,2,113,106,96,113.0,6.337429539785514
4,2,113,106,110,113.0,6.013112436400734
5,1,129,139,148,129.0,7.490498310327146
5,1,129,139,122,129.0,7.149578501530941
5,1,129,139,134,129.0,7.9470960119035325
5,1,129,139,144,129.0,8.108487174651513
5,2,129,136,148,129.0,7.353393187964761
5,2,129,136,122,129.0,7.226113284197486
5,2,129,136,125,125.0,7.999974422338793
5,2,129,136,133,129.0,8.835066865370164
