category,trial,item1,item2,item3,choice,rt
1,1,3,1,18,3.0,6.495959914067598
1,1,3,1,16,3.0,6.122849064742715
1,1,3,1,11,1.0,6.964238843529472
1,1,3,1,4,1.0,6.880897829401665
1,2,3,9,18,18.0,6.9004219229760295
1,2,3,9,16,9.0,7.240023719523105
1,2,3,9,12,9.0,7.551975437411667
1,2,3,9,5,9.0,7.293587913976853
2,1,32,35,59,32.0,4.528583443390085
2,1,32,35,55,32.0,5.432370752808023
2,1,32,35,53,32.0,5.483006804696302
2,1,32,35,47,32.0,6.172443114351678
2,2,32,33,37,32.0,5.649999163330477
2,2,32,33,42,32.0,5.7596638725408855
2,2,32,33,43,32.0,6.141596117051568
2,2,32,33,39,32.0,6.033524543294407
3,1,80,68,78,80.0,3.788807164890351
3,1,80,68,81,80.0,4.345208053029564
3,1,80,68,88,80.0,4.924664979655938
3,1,80,68,65,80.0,5.284137613155925
3,2,68,64,62,64.0,4.738746760532003
3,2,68,64,81,64.0,5.02784465217001
3,2,68,64,84,84.0,5.67927536684229
3,2,68,64,66,66.0,5.664228921709488
4,1,105,114,104,104.0,5.424760200102339
4,1,105,114,93,114.0,5.310667343324651
4,1,105,114,95,114.0,6.016998055930122
4,1,105,114,118,118.0,6.417145205859795
4,2,119,113,115,119.0,5.940162484583469
4,2,119,113,98,119.0,5.679042607154528
4,2,119,113,120,119.0,6.608075272200704
4,2,119,113,118,119.0,6.625721202539513
5,1,142,145,150,142.0,4.8965743186810275
5,1,142,145,149,142.0,5.335960081569988
5,1,142,145,137,142.0,6.480125174498329
5,1,142,145,133,142.0,6.929947129602928
5,2,128,142,150,142.0,3.364635057341829
5,2,128,142,141,142.0,3.8755928595286564
5,2,128,142,125,142.0,4.825636175491132
5,2,128,142,124,142.0,5.009890810224613
