category,trial,item1,item2,item3,choice,rt
1,1,1,9,18,9.0,4.346520365966278
1,1,1,9,16,16.0,4.959091988689922
1,1,1,9,6,9.0,5.304235999704159
1,1,1,9,4,9.0,5.409319463866099
1,2,1,15,18,15.0,3.9826696012486265
1,2,1,15,30,15.0,4.862226299603835
1,2,1,15,14,15.0,4.6254939370041654
1,2,1,15,5,15.0,4.947373511125765
2,1,50,46,34,34.0,5.195480646660883
2,1,50,46,42,42.0,5.21752599379686
2,1,50,46,53,46.0,6.389074086787439
2,1,50,46,39,46.0,6.211167258754864
2,2,52,33,31,33.0,4.345827410218089
2,2,52,33,55,33.0,5.428436177618084
2,2,52,33,56,33.0,5.4061712069174845
2,2,52,33,44,44.0,5.324918071543693
3,1,77,85,62,77.0,5.089347080091496
3,1,77,85,90,77.0,5.36296471947823
3,1,77,85,72,77.0,5.87063109285466
3,1,77,85,67,77.0,5.970603597473741
3,2,74,76,78,76.0,6.493998195236639
3,2,74,76,81,76.0,6.768947903294427
3,2,74,76,83,76.0,7.73956170266958
3,2,74,76,71,71.0,8.031872157306191
4,1,94,105,102,105.0,5.867502736034854
4,1,94,105,93,105.0,5.609489396316295
4,1,94,105,101,105.0,6.630084736843392
4,1,94,105,100,105.0,6.703288505224279
4,2,106,112,99,106.0,7.170221728101832
4,2,106,112,93,93.0,6.523246909288133
4,2,106,112,101,101.0,7.348647159639125
4,2,106,112,118,118.0,7.7401478117980345
5,1,136,130,150,130.0,5.598510530517406
5,1,136,130,122,130.0,6.655992433419937
5,1,136,130,146,130.0,7.192372437474285
5,1,136,130,132,136.0,7.518687682636511
5,2,142,145,150,142.0,4.762404665865694
5,2,142,145,127,142.0,5.785594750156597
5,2,142,145,143,142.0,6.351066696998084
5,2,142,145,144,142.0,6.521098742566252
