category,trial,item1,item2,item3,choice,rt
1,1,22,24,18,18.0,5.1859258311378635
1,1,22,24,19,22.0,6.046624810459673
1,1,22,24,14,22.0,6.228431943521141
1,1,22,24,4,22.0,6.387357789267137
1,2,2,24,18,18.0,4.983601170828877
1,2,2,24,16,2.0,4.866700806884966
1,2,2,24,6,6.0,5.576190977440686
1,2,2,24,4,2.0,5.578622043628657
2,1,33,41,58,33.0,7.007630916532582
2,1,33,41,42,33.0,6.505769756107041
2,1,33,41,51,41.0,7.709961460293933
2,1,33,41,39,39.0,7.674061002704166
2,2,54,35,34,35.0,6.874726624981324
2,2,54,35,55,35.0,7.468067210012929
2,2,54,35,53,54.0,7.584110836843711
2,2,54,35,39,35.0,7.550774289692065
3,1,79,63,62,63.0,6.029512178490222
3,1,79,63,81,63.0,5.833469656304597
3,1,79,63,84,63.0,7.22674976025489
3,1,79,63,67,63.0,6.793834420045189
3,2,77,76,78,77.0,4.681187791896292
3,2,77,76,81,77.0,5.616725928413704
3,2,77,76,83,76.0,5.978003321999837
3,2,77,76,65,65.0,6.199220816139569
4,1,106,113,102,106.0,5.032075318268462
4,1,106,113,117,117.0,5.081572408925455
4,1,106,113,101,113.0,6.019758718308428
4,1,106,113,116,113.0,5.957812314367899
4,2,111,105,115,105.0,7.126229915437621
4,2,111,105,117,105.0,7.693467241251999
4,2,111,105,107,107.0,8.080171601912268
4,2,111,105,110,110.0,8.141507491958263
5,1,147,145,148,145.0,5.114170381878272
5,1,147,145,122,145.0,5.23313939340785
5,1,147,145,138,145.0,6.387046384476161
5,1,147,145,135,145.0,6.41811288977964
5,2,140,130,150,140.0,4.580157303972018
5,2,140,130,141,130.0,5.468485973962013
5,2,140,130,125,140.0,6.069001508797846
5,2,140,130,135,135.0,6.035875659593533
